対象日,親ASIN,子ASIN,注文数,注文数_B2B,売上,売上_B2B,セッション数,セッション_B2B,ブラウザセッション,モバイルセッション,PV,PV_B2B,ブラウザPV,モバイルPV,CVR,CVR_B2B
2026-02-20,B08P31F45K,B09GK19G1N,0,0,0.0,0.0,12,0,2,10,14,0,2,12,0.0,0.0
2026-02-20,B08P31F45K,B09GK7JVS6,0,0,0.0,0.0,13,0,4,9,13,0,4,9,0.0,0.0
2026-02-20,B08P31F45K,B0CN3JHX9V,2,0,53640.0,0.0,46,0,13,33,91,0,17,74,4.35,0.0
2026-02-20,B08P31F45K,B0CN3LTPXT,0,0,0.0,0.0,20,0,4,16,21,0,4,17,0.0,0.0
2026-02-20,B08P31F45K,B0CN3N86F5,0,0,0.0,0.0,17,0,1,16,29,0,1,28,0.0,0.0
2026-02-20,B08P31F45K,B0DT977KJV,1,0,28800.0,0.0,55,0,13,42,80,0,16,64,1.82,0.0
2026-02-20,B08P31F45K,B0DT98HGNJ,0,0,0.0,0.0,18,0,4,14,27,0,5,22,0.0,0.0
2026-02-20,B08P31F45K,B0DT9D66X1,0,0,0.0,0.0,27,0,6,21,31,0,8,23,0.0,0.0
2026-02-20,B08P31F45K,B0DT9GW9YH,1,0,28800.0,0.0,14,0,2,12,21,0,2,19,7.14,0.0
2026-02-20,B08P31F45K,B0DTH5B27T,0,0,0.0,0.0,13,0,2,11,13,0,2,11,0.0,0.0
2026-02-20,B08P31F45K,B0F7X8N5JD,0,0,0.0,0.0,14,0,3,11,27,0,4,23,0.0,0.0
2026-02-20,B08P31F45K,B0F7XHMQDX,0,0,0.0,0.0,20,0,5,15,27,0,5,22,0.0,0.0
2026-02-20,B08P31F45K,B0FY4MPKM8,1,0,26820.0,0.0,29,0,8,21,39,0,10,29,3.45,0.0
2026-02-20,B08P31F45K,B0FY4NPM7G,0,0,0.0,0.0,22,0,4,18,27,0,4,23,0.0,0.0
2026-02-20,B08P31F45K,B0FY4NVXGL,0,0,0.0,0.0,18,0,3,15,21,0,3,18,0.0,0.0
2026-02-20,B08P31F45K,B0FY4QL7LS,1,0,26820.0,0.0,22,0,2,20,30,0,2,28,4.55,0.0
2026-02-20,B09KZZY78K,B09KZWRV62,0,0,0.0,0.0,6,0,0,6,6,0,0,6,0.0,0.0
2026-02-20,B09KZZY78K,B09KZYRM9H,0,0,0.0,0.0,5,0,2,3,7,0,4,3,0.0,0.0
2026-02-20,B09KZZY78K,B09KZYXKYZ,1,0,22300.0,0.0,13,0,2,11,35,0,3,32,7.69,0.0
2026-02-20,B09KZZY78K,B09L11GCFB,0,0,0.0,0.0,7,0,0,7,10,0,0,10,0.0,0.0
2026-02-20,B0BCQ2PP2J,B08P2X5DB9,0,0,0.0,0.0,15,0,7,8,16,0,8,8,0.0,0.0
2026-02-20,B0BCQ2PP2J,B09GJGRVVV,0,0,0.0,0.0,16,0,2,14,20,0,2,18,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0CT32RDC4,0,0,0.0,0.0,19,0,2,17,24,0,2,22,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0CT5GBJLR,0,0,0.0,0.0,10,0,3,7,14,0,4,10,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0CT5TW7VG,0,0,0.0,0.0,17,0,4,13,26,0,5,21,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0CV4SWT5X,0,0,0.0,0.0,54,0,15,39,86,0,24,62,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0CV4V1VQJ,0,0,0.0,0.0,12,0,2,10,16,0,3,13,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0CV4V86GN,1,0,26820.0,0.0,16,0,7,9,21,0,8,13,6.25,0.0
2026-02-20,B0BCQ2PP2J,B0DR8DKPLC,1,0,18599.0,0.0,15,0,4,11,23,0,5,18,6.67,0.0
2026-02-20,B0BCQ2PP2J,B0DT8T75BV,0,0,0.0,0.0,31,0,8,23,51,0,11,40,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0DT9DDBC1,0,0,0.0,0.0,15,0,4,11,22,0,6,16,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0DT9FQD5S,1,0,28800.0,0.0,14,0,4,10,19,0,6,13,7.14,0.0
2026-02-20,B0BCQ2PP2J,B0FY4L7J5N,0,0,0.0,0.0,20,0,5,15,35,0,6,29,0.0,0.0
2026-02-20,B0BCQ2PP2J,B0FY4LLPH5,1,0,28800.0,0.0,12,0,2,10,18,0,2,16,8.33,0.0
2026-02-20,B0BCQ2PP2J,B0FY4MZZBK,0,0,0.0,0.0,11,0,2,9,14,0,2,12,0.0,0.0
2026-02-20,B0BGZMPCPS,B0BGZN9MQH,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-20,B0CBDPMJRX,B01719SX5Q,1,0,10030.0,0.0,20,0,10,10,31,0,18,13,5.0,0.0
2026-02-20,B0CBDPMJRX,B01719SX74,1,0,10030.0,0.0,8,0,5,3,14,0,11,3,12.5,0.0
2026-02-20,B0CBDPMJRX,B01719SX7E,0,0,0.0,0.0,4,0,2,2,9,0,2,7,0.0,0.0
2026-02-20,B0CBDPMJRX,B01719SX9C,0,0,0.0,0.0,14,0,6,8,46,0,9,37,0.0,0.0
2026-02-20,B0CBDPMJRX,B01I6DN7VQ,0,0,0.0,0.0,25,1,10,15,33,1,15,18,0.0,0.0
2026-02-20,B0CBDPMJRX,B01MQPBIKQ,0,0,0.0,0.0,8,1,5,3,11,1,6,5,0.0,0.0
2026-02-20,B0CBDPMJRX,B01MQPBIOC,0,0,0.0,0.0,3,1,1,2,4,2,2,2,0.0,0.0
2026-02-20,B0CBDPMJRX,B01NACFFOZ,0,0,0.0,0.0,6,0,3,3,8,0,3,5,0.0,0.0
2026-02-20,B0CBDPMJRX,B01NBDN4B1,0,0,0.0,0.0,1,0,1,0,1,0,1,0,0.0,0.0
2026-02-20,B0CBDPMJRX,B076CMY7L1,1,0,11800.0,0.0,37,0,18,19,85,0,30,55,2.7,0.0
2026-02-20,B0CBDPMJRX,B076CPT1LM,1,0,11800.0,0.0,21,0,10,11,30,0,13,17,4.76,0.0
2026-02-20,B0CBDPMJRX,B076CR8RQV,0,0,0.0,0.0,10,0,6,4,31,0,7,24,0.0,0.0
2026-02-20,B0CBDPMJRX,B076K7T5GD,0,0,0.0,0.0,13,0,8,5,15,0,10,5,0.0,0.0
2026-02-20,B0CBDPMJRX,B076KMR1FK,0,0,0.0,0.0,12,0,8,4,17,0,13,4,0.0,0.0
2026-02-20,B0CBDPMJRX,B076KN3YWK,0,0,0.0,0.0,7,0,4,3,7,0,4,3,0.0,0.0
2026-02-20,B0CBDPMJRX,B07GW15KK4,0,0,0.0,0.0,4,0,1,3,5,0,1,4,0.0,0.0
2026-02-20,B0CBDPMJRX,B07GWFPF5R,0,0,0.0,0.0,7,0,4,3,10,0,5,5,0.0,0.0
2026-02-20,B0CBDPMJRX,B07GWH311P,0,0,0.0,0.0,8,0,5,3,11,0,6,5,0.0,0.0
2026-02-20,B0CBDPMJRX,B0DSP46SJ5,0,0,0.0,0.0,3,0,1,2,3,0,1,2,0.0,0.0
2026-02-20,B0CBDPMJRX,B0DSP63HS2,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-20,B0CBDPMJRX,B0DSV4FCYR,0,0,0.0,0.0,7,1,4,3,8,1,5,3,0.0,0.0
2026-02-20,B0CBDPMJRX,B0FNMGM9PS,0,0,0.0,0.0,7,0,2,5,17,0,2,15,0.0,0.0
2026-02-20,B0D4TG2KBT,B0D4TJL2X5,0,0,0.0,0.0,19,3,10,9,34,4,13,21,0.0,0.0
2026-02-20,B0D4TG2KBT,B0D4TKK7QC,1,0,9400.0,0.0,12,0,9,3,15,0,10,5,8.33,0.0
2026-02-20,B0D4TG2KBT,B0D4TMSNH1,0,0,0.0,0.0,7,1,4,3,10,1,5,5,0.0,0.0
2026-02-20,B0D86LBDVB,B01D1BSOPM,0,0,0.0,0.0,22,0,10,12,27,0,14,13,0.0,0.0
2026-02-20,B0D86LBDVB,B01N3B009P,0,0,0.0,0.0,72,2,24,48,109,2,36,73,0.0,0.0
2026-02-20,B0D86LBDVB,B01N6TYYZO,0,0,0.0,0.0,47,1,11,36,69,1,15,54,0.0,0.0
2026-02-20,B0D86LBDVB,B01N9UXG9E,0,0,0.0,0.0,30,0,13,17,43,0,18,25,0.0,0.0
2026-02-20,B0D86LBDVB,B01NCZ4488,0,0,0.0,0.0,27,1,9,18,34,1,9,25,0.0,0.0
2026-02-20,B0D86LBDVB,B075811BWJ,0,0,0.0,0.0,42,0,16,26,71,0,28,43,0.0,0.0
2026-02-20,B0D86LBDVB,B07DT9FBPK,0,0,0.0,0.0,39,0,9,30,67,0,20,47,0.0,0.0
2026-02-20,B0D86LBDVB,B07DTCSFDR,0,0,0.0,0.0,23,0,12,11,29,0,14,15,0.0,0.0
2026-02-20,B0D86LBDVB,B07DTCV4N4,1,0,15130.0,0.0,44,0,22,22,68,0,35,33,2.27,0.0
2026-02-20,B0D86LBDVB,B081SY9LGF,0,0,0.0,0.0,24,0,8,16,43,0,16,27,0.0,0.0
2026-02-20,B0D86LBDVB,B081SZQ98T,0,0,0.0,0.0,16,0,7,9,19,0,8,11,0.0,0.0
2026-02-20,B0D86LBDVB,B08X183LPL,0,0,0.0,0.0,83,2,30,53,134,2,33,101,0.0,0.0
2026-02-20,B0D86LBDVB,B08X1BFB7N,0,0,0.0,0.0,21,0,9,12,28,0,9,19,0.0,0.0
2026-02-20,B0D86LBDVB,B08X1KJ1V2,0,0,0.0,0.0,26,0,10,16,43,0,12,31,0.0,0.0
2026-02-20,B0D86LBDVB,B08X1L3Z1D,0,0,0.0,0.0,58,1,20,38,72,1,20,52,0.0,0.0
2026-02-20,B0D86LBDVB,B08X1LFKXW,0,0,0.0,0.0,47,1,20,27,58,1,24,34,0.0,0.0
2026-02-20,B0D86LBDVB,B0D7VGPZ1J,3,0,46740.0,0.0,71,1,22,49,122,2,36,86,4.23,0.0
2026-02-20,B0D86LBDVB,B0D7VL3ZPY,0,0,0.0,0.0,99,2,31,68,183,3,50,133,0.0,0.0
2026-02-20,B0DNMHZR1N,B074XNN319,0,0,0.0,0.0,24,1,12,12,32,1,13,19,0.0,0.0
2026-02-20,B0DNMHZR1N,B074XS6GH5,0,0,0.0,0.0,17,0,6,11,20,0,7,13,0.0,0.0
2026-02-20,B0DNMHZR1N,B074XSG5MH,0,0,0.0,0.0,12,0,5,7,13,0,5,8,0.0,0.0
2026-02-20,B0DNMHZR1N,B074XT3WNK,0,0,0.0,0.0,8,0,5,3,8,0,5,3,0.0,0.0
2026-02-20,B0DNMHZR1N,B074XT7CKW,0,0,0.0,0.0,24,0,9,15,34,0,10,24,0.0,0.0
2026-02-20,B0DNMHZR1N,B074ZYP79P,0,0,0.0,0.0,16,2,9,7,32,4,11,21,0.0,0.0
2026-02-20,B0DNMHZR1N,B07516477J,0,0,0.0,0.0,23,0,6,17,41,0,8,33,0.0,0.0
2026-02-20,B0DNMHZR1N,B07519MK8F,0,0,0.0,0.0,23,1,9,14,43,1,11,32,0.0,0.0
2026-02-20,B0DNMHZR1N,B07543CN2T,0,0,0.0,0.0,10,0,2,8,15,0,2,13,0.0,0.0
2026-02-20,B0DNMHZR1N,B07544J3M4,0,0,0.0,0.0,16,0,5,11,18,0,5,13,0.0,0.0
2026-02-20,B0DNMHZR1N,B07CYRH7PP,0,0,0.0,0.0,39,0,17,22,57,0,25,32,0.0,0.0
2026-02-20,B0DNMHZR1N,B07TTD8PSH,0,0,0.0,0.0,29,0,11,18,59,0,13,46,0.0,0.0
2026-02-20,B0DNMHZR1N,B07TWHQCTH,0,0,0.0,0.0,11,0,5,6,12,0,5,7,0.0,0.0
2026-02-20,B0DNMHZR1N,B07TXLGQRR,0,0,0.0,0.0,14,0,6,8,21,0,8,13,0.0,0.0
2026-02-20,B0DNMHZR1N,B0819R4XCV,0,0,0.0,0.0,13,0,6,7,16,0,6,10,0.0,0.0
2026-02-20,B0DNMHZR1N,B0F7WHCJQL,0,0,0.0,0.0,33,0,16,17,51,0,17,34,0.0,0.0
2026-02-20,B0DNMHZR1N,B0F7WHKGT4,0,0,0.0,0.0,14,0,6,8,19,0,6,13,0.0,0.0
2026-02-20,B0DNMHZR1N,B0F7WMHMQT,0,0,0.0,0.0,10,1,6,4,12,1,7,5,0.0,0.0
2026-02-20,B0DNMHZR1N,B0F7WSRC91,0,0,0.0,0.0,13,1,8,5,15,1,9,6,0.0,0.0
2026-02-20,B0DP7NWDNZ,B0D8VPS7ZR,3,0,20242.0,0.0,138,1,42,96,252,1,68,184,2.17,0.0
2026-02-20,B0DP7NWDNZ,B0D8VPZ3JF,0,0,0.0,0.0,135,1,49,86,231,6,75,156,0.0,0.0
2026-02-20,B0DP7NWDNZ,B0D8VR2CW4,1,0,6282.0,0.0,97,3,27,70,152,4,39,113,1.03,0.0
2026-02-20,B0DP7NWDNZ,B0DT9GFBPQ,1,0,6980.0,0.0,81,0,26,55,127,0,42,85,1.23,0.0
2026-02-20,B0DQ8ZMCYV,B0CV4X1LYZ,1,0,17800.0,0.0,5,0,2,3,6,0,3,3,20.0,0.0
2026-02-20,B0DQ8ZMCYV,B0CV4ZBFRZ,0,0,0.0,0.0,4,0,2,2,5,0,3,2,0.0,0.0
2026-02-20,B0DQ8ZMCYV,B0DRVB5VCW,0,0,0.0,0.0,17,1,12,5,21,2,13,8,0.0,0.0
2026-02-20,B0DSMDW3XP,B082YBFK7F,0,0,0.0,0.0,4,0,0,4,9,0,0,9,0.0,0.0
2026-02-20,B0DSMDW3XP,B082YBP78K,0,0,0.0,0.0,24,0,10,14,47,0,13,34,0.0,0.0
2026-02-20,B0DSMDW3XP,B0842MNWGN,0,0,0.0,0.0,17,0,8,9,21,0,9,12,0.0,0.0
2026-02-20,B0DSMDW3XP,B0842MPP9M,0,0,0.0,0.0,19,0,8,11,25,0,12,13,0.0,0.0
2026-02-20,B0DSMDW3XP,B0842N5V5C,0,0,0.0,0.0,12,0,3,9,15,0,5,10,0.0,0.0
2026-02-20,B0DSMDW3XP,B08H4N7CL4,0,0,0.0,0.0,10,0,6,4,17,0,9,8,0.0,0.0
2026-02-20,B0DSMDW3XP,B08H4XDFJ8,0,0,0.0,0.0,30,0,12,18,46,0,17,29,0.0,0.0
2026-02-20,B0DSMDW3XP,B08HPXFHV6,0,0,0.0,0.0,14,0,5,9,17,0,5,12,0.0,0.0
2026-02-20,B0DSMDW3XP,B08HQFQX3F,0,0,0.0,0.0,21,0,11,10,27,0,13,14,0.0,0.0
2026-02-20,B0F1F7FYD8,B0F1F7FYD8,0,0,0.0,0.0,2,1,1,1,2,1,1,1,0.0,0.0
2026-02-20,B0F5Q56316,B0F1DY5Z6S,1,0,1280.0,0.0,20,0,10,10,26,0,14,12,5.0,0.0
2026-02-20,B0F5Q56316,B0F1F2HY7Q,0,0,0.0,0.0,12,0,4,8,14,0,4,10,0.0,0.0
2026-02-20,B0F5Q56316,B0F1F42WVC,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-20,B0F5Q56316,B0F5Q8DVQR,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-20,B0F8N7DWVV,B0F748Q8YY,0,0,0.0,0.0,1,0,0,1,7,0,0,7,0.0,0.0
2026-02-20,B0F8N7DWVV,B0F74BJSPP,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-20,B0F8N7DWVV,B0F74GXWHC,0,0,0.0,0.0,1,0,0,1,2,0,0,2,0.0,0.0
2026-02-20,B0F8N7DWVV,B0F74VW882,0,0,0.0,0.0,1,0,0,1,4,0,0,4,0.0,0.0
2026-02-20,B0F8NK36FX,B0F8NGCB5N,0,0,0.0,0.0,2,0,0,2,2,0,0,2,0.0,0.0
2026-02-20,B0F8NK36FX,B0F8NJPCC4,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-20,B0F8NK36FX,B0F8NKLW2G,0,0,0.0,0.0,1,0,1,0,1,0,1,0,0.0,0.0
2026-02-20,B0F8VN4X7W,B0F8VRFJSW,0,0,0.0,0.0,3,0,1,2,3,0,1,2,0.0,0.0
2026-02-20,B0FC5QTNQZ,B0D34T64V1,2,0,24320.0,0.0,156,2,84,72,265,2,144,121,1.28,0.0
2026-02-20,B0FC5QTNQZ,B0D9NHHDT8,0,0,0.0,0.0,46,0,24,22,61,0,28,33,0.0,0.0
2026-02-20,B0FC5QTNQZ,B0D9NLNJR8,0,0,0.0,0.0,87,1,53,34,135,1,91,44,0.0,0.0
2026-02-20,B0FC5QTNQZ,B0FC5HF9L9,3,1,36480.0,12160.0,123,4,64,59,226,6,132,94,2.44,25.0
2026-02-20,B0FC5QTNQZ,B0GCML7KNV,0,0,0.0,0.0,63,0,40,23,105,0,76,29,0.0,0.0
2026-02-20,B0FC5QTNQZ,B0GCNCJXQQ,0,0,0.0,0.0,75,1,39,36,125,1,65,60,0.0,0.0
2026-02-20,B0FJ1YK4K7,B0FJ1XXYFP,0,0,0.0,0.0,30,0,8,22,47,0,12,35,0.0,0.0
2026-02-20,B0FJ1YK4K7,B0FJ1Y577L,0,0,0.0,0.0,18,0,5,13,22,0,7,15,0.0,0.0
2026-02-20,B0FJ1YK4K7,B0FJ1ZH91Y,1,0,3800.0,0.0,63,0,26,37,107,0,35,72,1.59,0.0
2026-02-20,B0FJ1YK4K7,B0GJRLB89H,1,0,3300.0,0.0,22,0,9,13,27,0,11,16,4.55,0.0
2026-02-20,B0GCCVX3QS,B0DY5QT64L,0,0,0.0,0.0,8,1,4,4,13,2,6,7,0.0,0.0
2026-02-20,B0GCCVX3QS,B0DY5QX8W6,0,0,0.0,0.0,6,0,1,5,7,0,2,5,0.0,0.0
2026-02-20,B0GCCVX3QS,B0DY5RFC8B,0,0,0.0,0.0,16,0,11,5,20,0,15,5,0.0,0.0
2026-02-20,B0GCCVX3QS,B0DY5RSTYM,0,0,0.0,0.0,9,0,5,4,14,0,6,8,0.0,0.0
2026-02-20,B0GCCVX3QS,B0DY5RX8BC,0,0,0.0,0.0,7,0,3,4,8,0,3,5,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCHJ46P6,0,0,0.0,0.0,2,0,2,0,4,0,4,0,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCHJD81G,0,0,0.0,0.0,3,0,1,2,4,0,1,3,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCHJSQSR,0,0,0.0,0.0,1,0,1,0,1,0,1,0,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCHK5PF9,0,0,0.0,0.0,2,0,0,2,2,0,0,2,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCHYN4FQ,0,0,0.0,0.0,4,0,1,3,4,0,1,3,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCHYSHQN,0,0,0.0,0.0,3,0,1,2,3,0,1,2,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCJC7FWJ,0,0,0.0,0.0,3,0,1,2,3,0,1,2,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCJCP1HG,0,0,0.0,0.0,5,0,1,4,6,0,2,4,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCJD3GQT,0,0,0.0,0.0,2,0,1,1,2,0,1,1,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCJKRLZC,1,0,14000.0,0.0,3,0,0,3,4,0,0,4,33.33,0.0
2026-02-20,B0GCCVX3QS,B0GCJR1FHL,0,0,0.0,0.0,5,1,3,2,6,1,4,2,0.0,0.0
2026-02-20,B0GCCVX3QS,B0GCK39NBW,0,0,0.0,0.0,4,0,2,2,5,0,2,3,0.0,0.0
2026-02-21,B08P31F45K,B09GK19G1N,1,0,8329.0,0.0,12,0,6,6,31,0,7,24,8.33,0.0
2026-02-21,B08P31F45K,B09GK7JVS6,0,0,0.0,0.0,14,0,6,8,23,0,9,14,0.0,0.0
2026-02-21,B08P31F45K,B0CN3JHX9V,3,0,80460.0,0.0,56,0,17,39,107,0,21,86,5.36,0.0
2026-02-21,B08P31F45K,B0CN3LTPXT,0,0,0.0,0.0,15,0,8,7,19,0,12,7,0.0,0.0
2026-02-21,B08P31F45K,B0CN3N86F5,0,0,0.0,0.0,13,0,2,11,24,0,3,21,0.0,0.0
2026-02-21,B08P31F45K,B0DT977KJV,0,0,0.0,0.0,57,0,17,40,83,0,22,61,0.0,0.0
2026-02-21,B08P31F45K,B0DT98HGNJ,0,0,0.0,0.0,22,0,8,14,33,0,11,22,0.0,0.0
2026-02-21,B08P31F45K,B0DT9D66X1,0,0,0.0,0.0,25,0,10,15,33,0,16,17,0.0,0.0
2026-02-21,B08P31F45K,B0DT9GW9YH,0,0,0.0,0.0,19,0,5,14,27,0,8,19,0.0,0.0
2026-02-21,B08P31F45K,B0DTH5B27T,0,0,0.0,0.0,13,0,6,7,18,0,8,10,0.0,0.0
2026-02-21,B08P31F45K,B0F7X8N5JD,1,0,26820.0,0.0,12,0,3,9,21,0,3,18,8.33,0.0
2026-02-21,B08P31F45K,B0F7XHMQDX,0,0,0.0,0.0,13,0,3,10,19,0,4,15,0.0,0.0
2026-02-21,B08P31F45K,B0FY4MPKM8,1,0,26820.0,0.0,26,0,7,19,40,0,7,33,3.85,0.0
2026-02-21,B08P31F45K,B0FY4NPM7G,0,0,0.0,0.0,16,0,5,11,24,0,7,17,0.0,0.0
2026-02-21,B08P31F45K,B0FY4NVXGL,0,0,0.0,0.0,11,0,6,5,17,0,10,7,0.0,0.0
2026-02-21,B08P31F45K,B0FY4QL7LS,1,0,26820.0,0.0,21,0,7,14,31,0,8,23,4.76,0.0
2026-02-21,B09KZZY78K,B09KZWRV62,0,0,0.0,0.0,12,0,4,8,14,0,5,9,0.0,0.0
2026-02-21,B09KZZY78K,B09KZYRM9H,0,0,0.0,0.0,9,0,1,8,21,0,6,15,0.0,0.0
2026-02-21,B09KZZY78K,B09KZYXKYZ,0,0,0.0,0.0,16,0,6,10,27,0,10,17,0.0,0.0
2026-02-21,B09KZZY78K,B09L11GCFB,0,0,0.0,0.0,10,0,2,8,15,0,4,11,0.0,0.0
2026-02-21,B0BCQ2PP2J,B08P2X5DB9,0,0,0.0,0.0,16,0,5,11,19,0,5,14,0.0,0.0
2026-02-21,B0BCQ2PP2J,B09GJGRVVV,1,0,18599.0,0.0,18,0,2,16,35,0,2,33,5.56,0.0
2026-02-21,B0BCQ2PP2J,B0CT32RDC4,0,0,0.0,0.0,18,0,2,16,23,0,2,21,0.0,0.0
2026-02-21,B0BCQ2PP2J,B0CT5GBJLR,0,0,0.0,0.0,12,0,2,10,14,0,2,12,0.0,0.0
2026-02-21,B0BCQ2PP2J,B0CT5TW7VG,0,0,0.0,0.0,16,0,1,15,21,0,1,20,0.0,0.0
2026-02-21,B0BCQ2PP2J,B0CV4SWT5X,1,0,26820.0,0.0,30,0,6,24,46,0,9,37,3.33,0.0
2026-02-21,B0BCQ2PP2J,B0CV4V1VQJ,0,0,0.0,0.0,9,0,1,8,10,0,1,9,0.0,0.0
2026-02-21,B0BCQ2PP2J,B0CV4V86GN,1,0,26820.0,0.0,19,1,8,11,22,1,8,14,5.26,0.0
2026-02-21,B0BCQ2PP2J,B0DR8DKPLC,1,0,18599.0,0.0,8,0,3,5,14,0,3,11,12.5,0.0
2026-02-21,B0BCQ2PP2J,B0DT8T75BV,1,0,26820.0,0.0,44,0,10,34,79,0,17,62,2.27,0.0
2026-02-21,B0BCQ2PP2J,B0DT9DDBC1,1,0,26820.0,0.0,16,0,4,12,26,0,8,18,6.25,0.0
2026-02-21,B0BCQ2PP2J,B0DT9FQD5S,0,0,0.0,0.0,9,0,2,7,12,0,4,8,0.0,0.0
2026-02-21,B0BCQ2PP2J,B0FY4L7J5N,0,0,0.0,0.0,16,0,4,12,28,0,5,23,0.0,0.0
2026-02-21,B0BCQ2PP2J,B0FY4LLPH5,1,0,28800.0,0.0,14,0,1,13,22,0,1,21,7.14,0.0
2026-02-21,B0BCQ2PP2J,B0FY4MZZBK,0,0,0.0,0.0,8,0,2,6,8,0,2,6,0.0,0.0
2026-02-21,B0BGZMPCPS,B0BGZK53V5,1,0,1180.0,0.0,1,0,0,1,2,0,0,2,100.0,0.0
2026-02-21,B0BGZMPCPS,B0BGZN9MQH,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0.0,0.0
2026-02-21,B0CBDPMJRX,B01719SX5Q,1,0,10030.0,0.0,17,0,7,10,38,0,11,27,5.88,0.0
2026-02-21,B0CBDPMJRX,B01719SX74,1,0,10030.0,0.0,10,0,6,4,16,0,12,4,10.0,0.0
2026-02-21,B0CBDPMJRX,B01719SX7E,0,0,0.0,0.0,5,0,3,2,12,0,5,7,0.0,0.0
2026-02-21,B0CBDPMJRX,B01719SX9C,0,0,0.0,0.0,15,0,7,8,47,0,10,37,0.0,0.0
2026-02-21,B0CBDPMJRX,B01I6DN7VQ,0,0,0.0,0.0,13,0,7,6,20,0,10,10,0.0,0.0
2026-02-21,B0CBDPMJRX,B01MQPBIKQ,0,0,0.0,0.0,7,1,4,3,11,1,6,5,0.0,0.0
2026-02-21,B0CBDPMJRX,B01MQPBIOC,0,0,0.0,0.0,6,1,3,3,10,2,4,6,0.0,0.0
2026-02-21,B0CBDPMJRX,B01NACFFOZ,0,0,0.0,0.0,8,0,4,4,11,0,4,7,0.0,0.0
2026-02-21,B0CBDPMJRX,B01NBDN4B1,0,0,0.0,0.0,1,0,1,0,1,0,1,0,0.0,0.0
2026-02-21,B0CBDPMJRX,B076CMY7L1,0,0,0.0,0.0,25,0,14,11,53,0,25,28,0.0,0.0
2026-02-21,B0CBDPMJRX,B076CPT1LM,0,0,0.0,0.0,11,0,9,2,15,0,11,4,0.0,0.0
2026-02-21,B0CBDPMJRX,B076CR8RQV,0,0,0.0,0.0,9,0,6,3,19,0,6,13,0.0,0.0
2026-02-21,B0CBDPMJRX,B076K7T5GD,0,0,0.0,0.0,15,0,7,8,36,0,9,27,0.0,0.0
2026-02-21,B0CBDPMJRX,B076KMR1FK,0,0,0.0,0.0,13,0,6,7,20,0,11,9,0.0,0.0
2026-02-21,B0CBDPMJRX,B076KN3YWK,0,0,0.0,0.0,13,0,5,8,16,0,5,11,0.0,0.0
2026-02-21,B0CBDPMJRX,B07GW15KK4,0,0,0.0,0.0,3,0,1,2,4,0,1,3,0.0,0.0
2026-02-21,B0CBDPMJRX,B07GWFPF5R,0,0,0.0,0.0,8,0,4,4,11,0,5,6,0.0,0.0
2026-02-21,B0CBDPMJRX,B07GWH311P,0,0,0.0,0.0,15,0,6,9,23,0,8,15,0.0,0.0
2026-02-21,B0CBDPMJRX,B0DSP46SJ5,0,0,0.0,0.0,4,0,3,1,4,0,3,1,0.0,0.0
2026-02-21,B0CBDPMJRX,B0DSP63HS2,0,0,0.0,0.0,3,0,1,2,3,0,1,2,0.0,0.0
2026-02-21,B0CBDPMJRX,B0DSV4FCYR,0,0,0.0,0.0,7,1,4,3,10,1,7,3,0.0,0.0
2026-02-21,B0CBDPMJRX,B0FNMGM9PS,0,0,0.0,0.0,5,0,3,2,13,0,3,10,0.0,0.0
2026-02-21,B0D4TG2KBT,B0D4TJL2X5,0,0,0.0,0.0,17,3,6,11,27,4,8,19,0.0,0.0
2026-02-21,B0D4TG2KBT,B0D4TKK7QC,1,0,9400.0,0.0,15,0,8,7,21,0,9,12,6.67,0.0
2026-02-21,B0D4TG2KBT,B0D4TMSNH1,0,0,0.0,0.0,8,1,3,5,11,1,4,7,0.0,0.0
2026-02-21,B0D86LBDVB,B01D1BSOPM,0,0,0.0,0.0,18,0,7,11,26,0,9,17,0.0,0.0
